,geoid,NAME,min_max_ex,min_max_sens,min_max_ac,vul_score_mulpi,vul_score_add
0,36085000900,"Census Tract 9, Richmond County, New York",0.051569006,0.600961108,,0.0309909668391075,0.6525301140502778
1,36061009800,"Census Tract 98, New York County, New York",0.01027707,0.44327888,0.445920623,-2.714937347996905e-05,0.0076353268507728
2,36061010200,"Census Tract 102, New York County, New York",,0.555238193,0.587297565,-0.0,-0.0320593710642896
3,36061010400,"Census Tract 104, New York County, New York",0.010456608,0.478054392,0.590295783,-0.0011736641799473,-0.1017847837208211
4,36061011300,"Census Tract 113, New York County, New York",0.021113128,0.683065892,0.675006284,0.0001701635309706,0.0291727358488143
5,36061011402,"Census Tract 114.02, New York County, New York",0.005293235,0.477159865,0.554500749,-0.0004093834425882,-0.0720476498707277
6,36061013000,"Census Tract 130, New York County, New York",0.001256983,0.466718971,0.458117675,1.0811681927712898e-05,0.0098582791755441
7,36061014000,"Census Tract 140, New York County, New York",0.006660393,0.455666953,0.483436009,-0.0001849528401554,-0.0211086629405447
8,36061014801,"Census Tract 148.01, New York County, New York",0.005420722,0.48644445,0.577089745,-0.0004913629594724,-0.0852245732097771
9,36061018400,"Census Tract 184, New York County, New York",0.125164542,0.645727406,0.401980965,0.0305084116038734,0.3689109830057629
10,36061019000,"Census Tract 190, New York County, New York",0.041188623,0.652039303,0.569022368,0.003419353234414,0.1242055581837511
11,36061020600,"Census Tract 206, New York County, New York",0.086491821,0.633207822,0.39844248,0.0203052819371785,0.3212571630330562
12,36061024900,"Census Tract 249, New York County, New York",0.060010224,0.580021625,0.383197314,0.0118114710182217,0.25683453487809
13,36061026100,"Census Tract 261, New York County, New York",0.053927295,0.525553323,0.335946953,0.0102249586726428,0.2435336648902919
14,36061026300,"Census Tract 263, New York County, New York",0.061969862,0.520936071,0.433426759,0.0054229399742626,0.1494791739607081
15,36061026900,"Census Tract 269, New York County, New York",0.060015341,0.532121781,0.39090311,0.0084752867645457,0.2012340125443509
16,36061027700,"Census Tract 277, New York County, New York",0.095956627,0.546475955,0.449611659,0.0092947711035637,0.1928209228234081
17,36047000501,"Census Tract 5.01, Kings County, New York",0.010099861,0.443769903,0.474252513,-0.0003078701168952,-0.0203827490346026
18,36047004100,"Census Tract 41, Kings County, New York",0.005680933,0.462635682,0.437100121,0.0001450658045413,0.0312164937393594
19,36047005800,"Census Tract 58, Kings County, New York",0.035779197,0.406416958,0.340964382,0.0023418405736465,0.1012317723352507
20,36047006000,"Census Tract 60, Kings County, New York",0.01873588,0.434309655,0.358021601,0.0014293237904605,0.0950239332976207
21,36047006700,"Census Tract 67, Kings County, New York",0.005793479,0.510618596,0.259851133,0.0014528160167048,0.256560942204153
22,36047006900,"Census Tract 69, Kings County, New York",0.007782311,0.457880335,0.447680896,7.937520871774939e-05,0.0179817501796726
23,36047007400,"Census Tract 74, Kings County, New York",0.07919967,0.634869315,0.437456721,0.0156350122863185,0.2766122640908681
24,36047007800,"Census Tract 78, Kings County, New York",0.058567325,0.584114859,0.424731329,0.0093346669911904,0.217950855025621
25,36047008000,"Census Tract 80, Kings County, New York",0.036267359,0.566318792,0.452106524,0.0041421772944171,0.1504796265167262
26,36047009800,"Census Tract 98, Kings County, New York",0.054792777,0.614349423,0.241030485,0.0204551812336114,0.4281117151351165
27,36047010100,"Census Tract 101, Kings County, New York",0.028877949,0.525614096,0.400209513,0.0036214271720733,0.1542825315947661
28,36047010200,"Census Tract 102, Kings County, New York",0.043003253,0.516939673,0.302709302,0.0092126028985904,0.2572336243411157
29,36047010400,"Census Tract 104, Kings County, New York",0.057771916,0.497025629,0.33315527,0.0094671045823677,0.2216422744386529
30,36047010800,"Census Tract 108, Kings County, New York",0.056535055,0.524420139,,0.0296481214582281,0.5809551944414908
31,36047011000,"Census Tract 110, Kings County, New York",0.038496964,0.550781172,0.386465015,0.0063256731960176,0.2028131206446995
32,36047011400,"Census Tract 114, Kings County, New York",0.05091388,0.530977036,0.284822075,0.0125327040818741,0.2970688411718359
33,36047012801,"Census Tract 128.01, Kings County, New York",0.068654209,0.556015013,0.215226084,0.0233965942536335,0.4094431374870049
34,36047013000,"Census Tract 130, Kings County, New York",0.028096455,0.488321827,0.355710925,0.0037258963005874,0.1607073576538107
35,36047013300,"Census Tract 133, Kings County, New York",0.003190797,0.483734483,0.378250684,0.0003365774365299,0.1086745961036044
36,36047013700,"Census Tract 137, Kings County, New York",0.014419336,0.501536923,0.391483941,0.0015868909348821,0.1244723180001586
37,36047013900,"Census Tract 139, Kings County, New York",0.009401646,0.478924193,0.362840278,0.0010913798953306,0.1254855610210696
38,36047015100,"Census Tract 151, Kings County, New York",0.006535058,0.47282704,0.356432271,0.000760646570442,0.1229298270970922
39,36047015300,"Census Tract 153, Kings County, New York",0.010123136,0.449196771,0.364775204,0.0008546109713217,0.0945447020056587
40,36047015500,"Census Tract 155, Kings County, New York",0.004507231,0.471186275,0.269541743,0.0009088584101335,0.2061517621926341
41,36047015700,"Census Tract 157, Kings County, New York",0.012069523,0.447369746,0.255205546,0.0023193302631727,0.2042337236220413
42,36047017000,"Census Tract 170, Kings County, New York",0.02519579,0.494003777,,0.0124468155014407,0.5191995670341869
43,36047017800,"Census Tract 178, Kings County, New York",0.031936391,0.518073076,0.354495103,0.0052240901169237,0.1955143639967737
